ID,Start time,Completion time,Last modified time,Do you agree with the terms and conditions?,Year Level,Institute,Degree Program - IABF - Manila,Degree Program - IARFA,Degree Program - IAS,Degree Program - IE,Degree Program - IHSN,Degree Program - ITHM,Degree Program - FEU Makati,Are you currently a working student?,Are you currently taking Wellness and Recreation Program (WRP) this 1st Semester?,What is your WRP curriculum?,Were you able to secure a slot that is convenient for your time?,What are the reasons that your slot is inconvenient for you?,"What schedule of WRP should be opened with more slots? 

(Select at most 3.)
",There should be a walk-in session (Community Dance Fitness) in the afternoon.,The one fixed booking per week is not enough for me to comply with the minimum-hour requirement.,The WRP booking system is accessible.,Walk-in sessions are more reliable than scheduling an appointment through Power Apps.,"There are enough WRP considerations offered for students with disabilities (physical, mental, etc.)",The WRP time slot I enrolled does not reflect on the student central.,The new policies and guidelines of WRP for the Academic Year 2023-2024 consider the welfare of the students from all year levels.,"On a scale of 1 to 10, how satisfied are you with the overall procedures and new system of the Wellness and Recreation Program?","Please put any other concerns, suggestions, and recommendations you may have in relation to the new guidelines released about the Wellness and Recreation Program that is not stated in this survey."
295,8/16/23 23:09:25,8/16/23 23:11:51,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Digital Cinema Track),,,,,No,Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Tuesday 12:00 PM - 1:30 PM;Wednesday 12:00 PM - 1:30 PM;Thursday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,1,"Bring back the old system, the students were learning to adjust to it and changing it to this obviously faulty one is counterproductive. And please abolish WRP for higher years"
296,8/16/23 23:08:42,8/16/23 23:11:53,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Tuesday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly disagree,Disagree,Strongly Agree,Strongly disagree,Disagree,Agree,5,Please fix the WRP system. PLEASE REMOVE WRP ON THIRD AND FOURTH YEAR!!! HELP THE STUDENTS NOT STRESSING THEM LOL
297,8/16/23 23:07:54,8/16/23 23:11:56,,Yes,4th Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Marketing Management Track),,,,,,,No,Yes,2018 curriculum (WRP01XX),No,Limited Slots of Other Schedules;Lack of Information (Unclear Guidelines/Instructions);Conflicting Schedule;,Thursday 1:30 PM - 3:00 PM;Monday 1:30 PM - 3:00 PM ;Monday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,1,N/a
298,8/16/23 23:09:15,8/16/23 23:12:12,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Limited Slots of Other Schedules;,Monday 1:30 PM - 3:00 PM ;Tuesday 4:30 PM - 6:00 PM;Wednesday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,1,PLS HAVE MORE FLEXIBLE SCHEDULE FOR 3rd to 4th YR STUDENTS
299,8/16/23 22:59:40,8/16/23 23:12:15,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,No,Yes,2021 curriculum (WRP02XX),No,Limited Slots of Other Schedules;,Tuesday 1:30 PM - 3:00 PM;Wednesday 10:30 AM - 12:00 PM;Friday 3:00 PM - 4:30 PM;,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,1,"The former way of booking is good. The only problem with that is the system has more errors than available slots. Students spend more time waiting for it to load properly than actually booking activities. I am a 2nd year student, and I don't plan on leaving FEU anytime soon. Okay ang education ko dito as a COMM student, but the whole WRP is a downgrade. 

Which is why I think it would be best if WRP is only offered for 1st and 2nd year students. (Include 3rd year students if the admin can't be bothered to prioritize the wellness of the students.) Requiring WRP to 4th year students is just insane. I don't care if ""nakayanan"" ng 4th year students before, that's not the point. Either we progress or FEU will forever aim for the top it will never reach. May thesis, ojt, production, and etcetera. WRP is not wellness anymore. 

Prioritize the students. Apply the wellness on WRP. Hindi naman kinakailangan na baguhin ang sistema ng booking, i-improve lang. That's better than the students being the subject of certain experiments. "
300,8/16/23 23:07:51,8/16/23 23:12:21,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,No,Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);,Monday 10:30 AM - 12:00 PM;Tuesday 12:00 PM - 1:30 PM;Friday 12:00 PM - 1:30 PM;,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1,"Be considerate to your STUDENTS. AYUSIN ANG SISTEMA. 

Nawa’y ibalik yung 12hrs minimum required hours for students and makapag book ng 3 session per week. "
301,8/16/23 23:07:27,8/16/23 23:12:26,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Tuesday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Disagree,Strongly disagree,Disagree,3,"Please use the previous version of the WRP booking system which allowed us to allocate 3 activities per week, and fix the errors that had stymied the experiences of students countless times before."
302,8/16/23 22:56:31,8/16/23 23:12:29,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,"Uniform. I'm a nursing student. My wrp schedule is on the same day of my rle where I'm required to wear my nursing uniform which has it's own grooming policies. As someone who travels going to school, this is inconvenient for me as it was not said before the enrollment to avoid these conflicts.;",Thursday 10:30 AM - 12:00 PM;Wednesday 10:30 AM - 12:00 PM;Tuesday 10:30 AM - 12:00 PM;,Strongly Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,1,"As a nursing student, it is really inconvenient to know these informations before hand. 

1. We are required to follow a strict grooming policy inside and outside the campus. The school not having a room designated room for nursing students to change uniforms is a tough task. We are required to look clean at all times. The wrp being on the same day as our uniform-wearing days risk us from the grooming policy.

2. As someone who finishes wrp early on the semester to not conflict with academic workloads, exams, quizzes, etc. this new fixed system wherein you can only have the freedom to choose one activity of your choice in a week is inconvenient. 

3. As a commuter myself who also has to travel back-and-forth from quezon city to manila, the community dance fitness as top-up activity is ineffective.

4. Lastly, this system has never been expounded nor explained before the enrollment. Everyone has no choice but to enroll to comply with the required units per semester, and yet this new policy has only been given to us when the students already paid for it? If this was said before hand, conflict of schedules and/or other concerns may have been lessen (e.g. uniform concerns for nursing students as they may choose a schedule who will not overlap with their uniform-wearing days)."
303,8/16/23 22:50:27,8/16/23 23:12:38,,Yes,3rd Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2021 curriculum (WRP02XX),No,"Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;Aside from the given reasons, the powerapps itself is also the problem. There are no listed activities that can be book. Also, there are continuous technical problems.;",Wednesday 9:00 AM - 10:30 AM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,1,"1. Give a better explanation for the new guidelines (that was announced suddenly and without prior). Better yet, change to the old booking system where students can book 3 activities per week since it is more efficient for students. 

2. Remove the WRP to all 3rd year - 4th year student. These higher year students does not need WRP anymore as they already have a lot on their plate such as board subjects, thesis, OJTs, etc. These academic workloads are more important than the WRP that was already taken from the first two years.

3. Reduce the required hours. The WRP department demands a lot from the students, from the WRP tuition fee up to the required hours. It does not promotes 'wellness' as per the course's goal. 20 hours of activities is too much considering the department's incompetence and lacking of organized and clear announcements. 

4. Open more activities aside from the physical activities that can help the students accomplish the hours needed. Walk-in CDF are not plausible for all students considering not everyone resides in dormitories or live near the campus. 

5. Fix the powerapps. The app can easily crash and errors always. "
304,8/16/23 23:04:38,8/16/23 23:12:58,,Yes,2nd Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Tourism Management (Travel and Tours Management Track),,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Saturday 7:30 AM - 9:00 AM;Saturday 3:00 PM - 4:30 PM;Wednesday 7:30 AM - 9:00 AM;,Agree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,1,"There should have been an announcement prior to enrollment so that us, students, are aware that there would be a new policies. "
305,8/16/23 23:07:54,8/16/23 23:13:05,,Yes,1st Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Marketing Management Track),,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Limited Slots of Other Schedules;No availability of slots ;,Monday 12:00 PM - 1:30 PM;Friday 12:00 PM - 1:30 PM;Wednesday 12:00 PM - 1:30 PM;,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,4,"If we are gonna have a fixed time for booking there should be at least enough slots or time to pick for people to enroll, and choose what time is the most effective for them to complete the wrp."
306,8/16/23 23:07:03,8/16/23 23:13:07,,Yes,1st Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Tuesday 10:30 AM - 12:00 PM;Saturday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,2,"The new wrp guidelines made student be more confused and it the students think it will be harder to comply. Please consider the students thay are travelling for hours just to get to school. Moreover, remove the 120 participants only in the afternoon cdf and have more days for the afternoon cdf."
307,8/16/23 22:56:01,8/16/23 23:13:10,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Science in Biology (Medical Biology Track),,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;Holidays;,Thursday 4:30 PM - 6:00 PM;Thursday 12:00 PM - 1:30 PM;Thursday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,1,"1. The release of the new wrp program was done too late (at night even), most if not all of us during enrollment decided our schedules with the idea that the schedule in wrp did not matter, especially for freshies who were new to the school. Now, many students who have to travel for hours, have to work, have disabilities were shocked with the changes and strongly hope that their situations are taken into full consideration considering that the changes were abrupt and as students we had the right to know. 

2. Wrp was not prepared when the school year started. Many students who had a monday schedule were so confused and worried on how to reserve for a session. Yes we were given the option of cdf, but again, there are those who have to travel for hours just to take cdf and those who physically cannot opt for cdf. 

3. Many students raised their suggestions and concerns, mainly that it be removed or even just reduced for students in the 3rd and 4th year who have ojt because it is difficult to travel back and forth between school and their ojt , and especially to schedule their times so consistently. 


4. Failed wrp. Failed Wrp can only be taken during the midyear, but a lot of students especially scholars cannot cover the expense of taking a midyear just for wrp, as even the miscellaneous fees are a lot. Hopefully, we are given the option and freedom to take 2 wrp at a time. And the idea of losing our scholarships because of wrp is dismaying because this the only way we can continue our education.

THANK YOU!!! "
308,8/16/23 23:09:55,8/16/23 23:13:12,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2018 curriculum (WRP01XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Monday 4:30 PM - 6:00 PM;Friday 12:00 PM - 1:30 PM;Wednesday 4:30 PM - 6:00 PM;,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1,It is unfair for us students taking our OJT and at the same time taking WRP in our short free time instead of resting and studying for the next class. 
309,8/16/23 22:53:25,8/16/23 23:13:12,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);,Monday 12:00 PM - 1:30 PM;Thursday 3:00 PM - 4:30 PM;Tuesday 1:30 PM - 3:00 PM;,Agree,Strongly Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,4,"For me, the new implemented system is a little bit confusing since there's no clarified announcement on how this new system works. As of the old program, I believe it is more student friendly since students has more privilege on choosing their desired schedules. However, it would be great if there's a 3 absences rule since as I observe whenever I join my chosen schedule last s.y. there's a lot of student did not attend their said schedule specially in the first week or month of the wrp."
310,8/16/23 23:00:36,8/16/23 23:13:18,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Wednesday 3:00 PM - 4:30 PM;,Agree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,"1. lack of instructions and clarifications on the new system. Even if I secured and enrolled a class and schedule, I dont know when to book a wrp activity. 

2. Walk in CDFs are very inconvenient to attend. 6am is too early for those who do not live in dorms near the school, and the afternoon CDF (4:30pm) conflicts with class schedules, especially to 3rd year students since we are taking a lot of major courses and classes last for 4 hours"
311,8/16/23 23:10:41,8/16/23 23:13:22,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Wednesday 6:00 PM - 7:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,3,"Although I appreciate their consideration on our wellbeing, I don't believe that this is causing a betterment to the well-being of the students, but rather causing more stress. It is okay for me to keep the WRP, but with less required hours to pass, especially for those that are having their OJTs, internships, or hospital duties. "
312,8/16/23 23:10:45,8/16/23 23:13:22,,Yes,4th Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Internal Auditing,,,,,,,No,Yes,2018 curriculum (WRP01XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);,Monday 12:00 PM - 1:30 PM;Monday 1:30 PM - 3:00 PM ;Monday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,1,n/a
313,8/16/23 23:06:57,8/16/23 23:13:24,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Tuesday 10:30 AM - 12:00 PM;Monday 7:30 AM - 9:00 AM ;Wednesday 12:00 PM - 1:30 PM;,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,4,"it could've been ""the enrolled time of WRP is the time when students can book their preferred activities"""
314,8/16/23 23:03:06,8/16/23 23:13:26,,Yes,2nd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Accountancy,,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;I'm traveling from province so cdf very early as 6:30 is too inconvenient having 2+ hours of traveling;,Tuesday 3:00 PM - 4:30 PM;Thursday 3:00 PM - 4:30 PM;Monday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,1,"Sana ung policies ay time friendly for students na malayo ang tirahan, you can consider imposing the policies recommended by the students such as the absent policy, kapag 3-5 absent automatically failed or pwedeng icancel ang reservation if Hindi makakaattend. Plus automatically hindi na macrecredit if lagpas na sa minimum required hours to give chance to others. Napaka unfair ng 1 book policy kung dun lang aasa ang estudyanteng uwian sa province since Hindi kami makakaattend ng cdf session in morning sa sobrang aga. Out of wellness na un."
